输入,目标
"爱丽丝、鲍勃和克莱尔是朋友，也是狂热的读者，偶尔会交换书籍。学期开始时，他们每人买一本新书：爱丽丝买了《巴斯克维尔猎犬》，鲍勃买了《弗兰肯斯坦》，克莱尔买了《洛丽塔》。
随着学期的进行，他们开始围绕新书进行交易。首先，鲍勃和克莱尔交换书籍。然后，爱丽丝和克莱尔交换书籍。最后，克莱尔和鲍勃交换了书籍。学期结束时，鲍勃
选项：
(A) 巴斯克维尔猎犬
(B) 弗兰肯斯坦
(C) 洛丽塔",(A)
"爱丽丝、鲍勃和克莱尔在一场足球比赛中属于同一支球队。比赛开始时，他们各自被分配到一个位置：爱丽丝踢左中场，鲍勃踢右中场，克莱尔踢守门员。
随着游戏的进行，成对的玩家偶尔会交换位置。首先，鲍勃和爱丽丝交易头寸。然后，爱丽丝和克莱尔交换头寸。最后，鲍勃和爱丽丝交易头寸。比赛结束时，鲍勃正在上场
选项：
(A) 左中场
(B) 右中场
（三）守门员",(C)
"爱丽丝、鲍勃和克莱尔是朋友，也是狂热的读者，偶尔会交换书籍。学期开始时，他们每人买一本新书：爱丽丝买了《洛丽塔》，鲍勃买了《第二十二条军规》，克莱尔买了《了不起的盖茨比》。
随着学期的进行，他们开始围绕新书进行交易。首先，爱丽丝和克莱尔交换书籍。然后，鲍勃和爱丽丝交换书籍。最后，克莱尔和爱丽丝交换了书籍。学期结束时，鲍勃
选项：
（一）洛丽塔
(B) 第 22 条军规
(C) 了不起的盖茨比",(C)
"爱丽丝、鲍勃和克莱尔是广场舞的舞者。在歌曲开始时，他们每个人都有一个舞伴：爱丽丝与山姆跳舞，鲍勃与洛拉跳舞，克莱尔与卡尔跳舞。
在整首歌中，舞者经常交换舞伴。首先，鲍勃和爱丽丝交换伙伴。然后，鲍勃和克莱尔交换了伙伴。最后，爱丽丝和鲍勃交换了伙伴。舞蹈结束时，克莱尔与
选项：
（一）萨姆
(B) 萝拉
(C)卡尔",(A)
"爱丽丝、鲍勃和克莱尔在一场足球比赛中属于同一支球队。比赛开始时，他们各自被分配到一个位置：爱丽丝踢左中场，鲍勃踢中前卫，克莱尔踢替补。
随着游戏的进行，成对的玩家偶尔会交换位置。首先，Alice 和 Bob 交易头寸。然后，爱丽丝和克莱尔交换头寸。最后，爱丽丝和鲍勃交易头寸。比赛结束时，克莱尔上场
选项：
(A) 左中场
(B) 中场
(C) 替补队员",(B)
"爱丽丝、鲍勃和克莱尔在一场足球比赛中属于同一支球队。比赛开始时，他们各自被分配到一个位置：爱丽丝扮演守门员，鲍勃扮演左中场，克莱尔扮演后卫。
随着游戏的进行，成对的玩家偶尔会交换位置。首先，克莱尔和爱丽丝交换头寸。然后，爱丽丝和鲍勃交易头寸。最后，鲍勃和克莱尔交换头寸。比赛结束时，克莱尔上场
选项：
（一）守门员
(B) 左中场
(C) 后卫",(C)
"爱丽丝、鲍勃和克莱尔在一场足球比赛中属于同一支球队。比赛开始时，他们各自被分配到一个位置：Alice 打左边锋，Bob 打后卫，Claire 打右边锋。
随着游戏的进行，成对的玩家偶尔会交换位置。首先，爱丽丝和克莱尔交换头寸。然后，爱丽丝和鲍勃交易头寸。最后，克莱尔和爱丽丝交换了立场。比赛结束时，克莱尔上场
选项：
(A) 左边锋
(B) 后卫
(C) 右边锋",(B)
"爱丽丝、鲍勃和克莱尔正在玩游戏。游戏开始时，他们每个人都拿着一个球：爱丽丝有一个红球，鲍勃有一个橙色球，克莱尔有一个绿球。
随着比赛的进行，两对球员交换球。首先，爱丽丝和鲍勃交换球。然后，鲍勃和克莱尔交换球。最后，爱丽丝和鲍勃交换球。游戏结束后，克莱尔获得了
选项：
（一）红球
(B) 橙色球
(C) 绿球",(A)
"爱丽丝、鲍勃和克莱尔正在玩游戏。游戏开始时，他们每人拿着一个球：爱丽丝有一个紫色的球，鲍勃有一个蓝色的球，克莱尔有一个黑色的球。
随着比赛的进行，两对球员交换球。首先，克莱尔和鲍勃交换球。然后，鲍勃和爱丽丝交换球。最后，克莱尔和爱丽丝交换了球。游戏结束时，爱丽丝得到了
选项：
（一）紫色球
(B) 蓝球
（三）黑球",(B)
"爱丽丝、鲍勃和克莱尔正在举行一场白象礼物交换活动。活动开始时，他们每个人都拿着一份不同颜色的礼物：爱丽丝有一份黄色礼物，鲍勃有一份棕色礼物，克莱尔有一份蓝色礼物。
随着活动的进行，人们会交换礼物。首先，鲍勃和爱丽丝交换礼物。然后，克莱尔和爱丽丝交换了礼物。最后，鲍勃和爱丽丝交换了礼物。活动结束后，克莱尔获得了
选项：
(A) 黄色礼物
(B) 棕色礼物
(C) 蓝色礼物",(B)
"爱丽丝、鲍勃和克莱尔正在举行一场白象礼物交换活动。活动开始时，他们每个人都拿着一份不同颜色的礼物：爱丽丝有一个粉红色的球，鲍勃有一个蓝色的礼物，克莱尔有一个棕色的礼物。
随着活动的进行，人们会交换礼物。首先，克莱尔和爱丽丝交换礼物。然后，鲍勃和爱丽丝交换礼物。最后，爱丽丝和克莱尔交换了礼物。活动结束时，爱丽丝拥有
选项：
(A) 粉色球
(B) 蓝色礼物
(C) 棕色存在",(A)
"爱丽丝、鲍勃和克莱尔在一场足球比赛中属于同一支球队。比赛开始时，他们各自被分配到一个位置：爱丽丝扮演拉拉队队长，鲍勃扮演右边锋，克莱尔扮演后卫。
随着游戏的进行，成对的玩家偶尔会交换位置。首先，克莱尔和爱丽丝交换头寸。然后，鲍勃和克莱尔交换头寸。最后，克莱尔和爱丽丝交换了立场。比赛结束时，克莱尔上场
选项：
（一）啦啦队长
(B) 右翼
(C) 后卫",(C)
"爱丽丝、鲍勃和克莱尔正在玩游戏。游戏开始时，他们每个人都拿着一个球：爱丽丝有一个粉红色的球，鲍勃有一个棕色的球，克莱尔有一个橙色的球。
随着比赛的进行，两对球员交换球。首先，克莱尔和爱丽丝交换球。然后，爱丽丝和鲍勃交换球。最后，鲍勃和克莱尔交换了球。游戏结束后，克莱尔获得了
选项：
(A) 粉色球
(B) 棕色球
(C) 橙色球",(C)
"爱丽丝、鲍勃和克莱尔是广场舞的舞者。在歌曲开始时，他们每个人都有一个舞伴：爱丽丝与梅丽莎跳舞，鲍勃与卡尔跳舞，克莱尔与帕特里克跳舞。
在整首歌中，舞者经常交换舞伴。首先，爱丽丝和鲍勃交换伙伴。然后，克莱尔和爱丽丝交换了伙伴。最后，爱丽丝和鲍勃交换了伙伴。舞蹈结束时，克莱尔与
选项：
（一）梅丽莎
(B)卡尔
(C) 帕特里克",(B)
"爱丽丝、鲍勃和克莱尔正在玩游戏。游戏开始时，他们每人拿着一个球：爱丽丝有一个黄色的球，鲍勃有一个紫色的球，克莱尔有一个蓝色的球。
随着比赛的进行，两对球员交换球。首先，爱丽丝和克莱尔交换球。然后，鲍勃和克莱尔交换球。最后，爱丽丝和克莱尔交换了球。游戏结束时，鲍勃得到了
选项：
（一）黄球
(B) 紫色球
(C) 蓝球",(A)
"爱丽丝、鲍勃和克莱尔是朋友，也是狂热的读者，偶尔会交换书籍。学期开始时，他们每人买一本新书：爱丽丝买了《弗兰肯斯坦》，鲍勃买了《白鲸》，克莱尔买了《指环王》。
随着学期的进行，他们开始围绕新书进行交易。首先，爱丽丝和鲍勃交换书籍。然后，克莱尔和爱丽丝交换书籍。最后，鲍勃和克莱尔交换了书籍。学期结束时，爱丽丝
选项：
(A) 弗兰肯斯坦
(B)莫比迪克
(C) 魔戒远征队",(C)
"爱丽丝、鲍勃和克莱尔正在举行一场白象礼物交换活动。活动开始时，他们每个人都拿着一份不同颜色的礼物：爱丽丝有一个粉红色的球，鲍勃有一个黑色的球，克莱尔有一个紫色的礼物。
随着活动的进行，人们会交换礼物。首先，鲍勃和克莱尔交换礼物。然后，爱丽丝和克莱尔交换了礼物。最后，克莱尔和鲍勃交换了礼物。活动结束时，爱丽丝拥有
选项：
(A) 粉色球
(B) 黑球
(C) 紫色礼物",(B)
"爱丽丝、鲍勃和克莱尔正在举行一场白象礼物交换活动。活动开始时，他们每个人都拿着一份不同颜色的礼物：爱丽丝有一个粉红色的球，鲍勃有一个黄色的礼物，克莱尔有一个橙色的球。
随着活动的进行，人们会交换礼物。首先，鲍勃和克莱尔交换礼物。然后，爱丽丝和克莱尔交换了礼物。最后，鲍勃和克莱尔交换了礼物。活动结束时，鲍勃获得了
选项：
(A) 粉色球
(B) 黄色礼物
(C) 橙色球",(A)
"爱丽丝、鲍勃和克莱尔正在举行一场白象礼物交换活动。活动开始时，他们每个人都拿着一份不同颜色的礼物：爱丽丝有一个黑色的球，鲍勃有一个橙色的球，克莱尔有一个白色的礼物。
随着活动的进行，人们会交换礼物。首先，克莱尔和鲍勃交换礼物。然后，鲍勃和爱丽丝交换礼物。最后，鲍勃和克莱尔交换了礼物。活动结束后，克莱尔获得了
选项：
（一）黑球
(B) 橙色球
(C) 白色礼物",(A)
"爱丽丝、鲍勃和克莱尔是朋友，也是狂热的读者，偶尔会交换书籍。学期开始时，他们每人买一本新书：爱丽丝买了《奥德赛》，鲍勃买了《指环王》，克莱尔买了《巴斯克维尔猎犬》。
随着学期的进行，他们开始围绕新书进行交易。首先，鲍勃和爱丽丝交换书籍。然后，克莱尔和鲍勃交换书籍。最后，爱丽丝和克莱尔交换了书籍。学期结束时，鲍勃
选项：
(一) 奥德赛
(B) 魔戒远征队
(C) 巴斯克维尔猎犬",(C)
"爱丽丝、鲍勃和克莱尔正在玩游戏。游戏开始时，他们每个人都拿着一个球：爱丽丝有一个粉红色的球，鲍勃有一个棕色的球，克莱尔有一个橙色的球。
随着比赛的进行，两对球员交换球。首先，克莱尔和爱丽丝交换球。然后，爱丽丝和鲍勃交换球。最后，鲍勃和克莱尔交换了球。游戏结束时，鲍勃得到了
选项：
(A) 粉色球
(B) 棕色球
(C) 橙色球",(A)
"爱丽丝、鲍勃和克莱尔是朋友，也是狂热的读者，偶尔会交换书籍。学期开始时，他们每人买一本新书：爱丽丝买了《奥德赛》，鲍勃买了《洛丽塔》，克莱尔买了《了不起的盖茨比》。
随着学期的进行，他们开始围绕新书进行交易。首先，鲍勃和爱丽丝交换书籍。然后，爱丽丝和克莱尔交换书籍。最后，鲍勃和爱丽丝交换了书。学期结束时，爱丽丝
选项：
(一) 奥德赛
(B) 洛丽塔
(C) 了不起的盖茨比",(A)
"爱丽丝、鲍勃和克莱尔是广场舞的舞者。在歌曲开始时，他们每个人都有一个舞伴：爱丽丝与赫尔加跳舞，鲍勃与奥菲莉亚跳舞，克莱尔与山姆跳舞。
在整首歌中，舞者经常交换舞伴。首先，鲍勃和爱丽丝交换伙伴。然后，克莱尔和鲍勃交换了伙伴。最后，克莱尔和爱丽丝交换了伙伴。舞蹈结束时，克莱尔与
选项：
(A) 赫尔加
(B) 奥菲莉亚
(C) 萨姆",(B)
"爱丽丝、鲍勃和克莱尔在一场足球比赛中属于同一支球队。比赛开始时，他们各自被分配到一个位置：Alice 踢中前卫，Bob 踢右前卫，Claire 踢守门员。
随着游戏的进行，成对的玩家偶尔会交换位置。首先，克莱尔和鲍勃交换头寸。然后，克莱尔和爱丽丝交换头寸。最后，鲍勃和克莱尔交换头寸。比赛结束时，克莱尔上场
选项：
(A) 中场
(B) 右中场
（三）守门员",(C)
"爱丽丝、鲍勃和克莱尔在一场足球比赛中属于同一支球队。比赛开始时，他们各自被分配到一个位置：Alice 打左边锋，Bob 打后卫，Claire 打右边锋。
随着游戏的进行，成对的玩家偶尔会交换位置。首先，爱丽丝和克莱尔交换头寸。然后，爱丽丝和鲍勃交易头寸。最后，克莱尔和爱丽丝交换了立场。比赛结束时，鲍勃正在上场
选项：
(A) 左边锋
(B) 后卫
(C) 右边锋",(C)
"爱丽丝、鲍勃和克莱尔在一场足球比赛中属于同一支球队。比赛开始时，他们各自被分配到一个位置：Alice 踢中前卫，Bob 踢左中场，Claire 踢左边锋。
随着游戏的进行，成对的玩家偶尔会交换位置。首先，爱丽丝和克莱尔交换头寸。然后，克莱尔和鲍勃交换头寸。最后，鲍勃和爱丽丝交易头寸。比赛结束时，克莱尔上场
选项：
(A) 中场
(B) 左中场
(C) 左边锋",(B)
"爱丽丝、鲍勃和克莱尔是广场舞的舞者。在歌曲开始时，他们每个人都有一个舞伴：爱丽丝与帕特里克跳舞，鲍勃与卡尔跳舞，克莱尔与伊兹跳舞。
在整首歌中，舞者经常交换舞伴。首先，鲍勃和克莱尔交换伙伴。然后，克莱尔和爱丽丝交换了伙伴。最后，克莱尔和鲍勃交换了伙伴。舞蹈结束时，爱丽丝与
选项：
(A) 帕特里克
(B)卡尔
(C) 伊兹",(B)
"爱丽丝、鲍勃和克莱尔正在玩游戏。游戏开始时，他们每个人都拿着一个球：爱丽丝有一个粉红色的球，鲍勃有一个橙色的球，克莱尔有一个白色的球。
随着比赛的进行，两对球员交换球。首先，鲍勃和克莱尔交换球。然后，克莱尔和爱丽丝交换球。最后，爱丽丝和鲍勃交换球。游戏结束时，爱丽丝得到了
选项：
(A) 粉色球
(B) 橙色球
（三）白球",(C)
"爱丽丝、鲍勃和克莱尔是朋友，也是狂热的读者，偶尔会交换书籍。学期开始时，他们每人买一本新书：爱丽丝买了《第二十二条军规》，鲍勃买了《白鲸》，克莱尔买了《指环王》。
随着学期的进行，他们开始围绕新书进行交易。首先，克莱尔和爱丽丝交换书籍。然后，鲍勃和爱丽丝交换书籍。最后，克莱尔和鲍勃交换了书籍。学期结束时，爱丽丝
选项：
(A) 第 22 条军规
(B)莫比迪克
(C) 魔戒远征队",(B)
"爱丽丝、鲍勃和克莱尔在一场足球比赛中属于同一支球队。比赛开始时，他们各自被分配到一个位置：爱丽丝扮演守门员，鲍勃扮演左中场，克莱尔扮演前锋。
随着游戏的进行，成对的玩家偶尔会交换位置。首先，鲍勃和克莱尔交换头寸。然后，鲍勃和爱丽丝交易头寸。最后，克莱尔和爱丽丝交换了立场。比赛结束时，爱丽丝正在比赛
选项：
（一）守门员
(B) 左中场
（三）前锋",(B)
"爱丽丝、鲍勃和克莱尔是朋友，也是狂热的读者，偶尔会交换书籍。学期开始时，他们每人买一本新书：爱丽丝买了《弗兰肯斯坦》，鲍勃买了《奥德赛》，克莱尔买了《尤利西斯》。
随着学期的进行，他们开始围绕新书进行交易。首先，克莱尔和爱丽丝交换书籍。然后，克莱尔和鲍勃交换书籍。最后，鲍勃和爱丽丝交换了书。学期结束时，克莱尔
选项：
(A) 弗兰肯斯坦
(B) 奥德赛
(C) 尤利西斯",(B)
"爱丽丝、鲍勃和克莱尔正在举行一场白象礼物交换活动。活动开始时，他们每个人都拿着一份不同颜色的礼物：爱丽丝有一个黑色的球，鲍勃有一个绿色的礼物，克莱尔有一个棕色的礼物。
随着活动的进行，人们会交换礼物。首先，爱丽丝和鲍勃交换礼物。然后，克莱尔和鲍勃交换礼物。最后，爱丽丝和克莱尔交换了礼物。活动结束时，爱丽丝拥有
选项：
（一）黑球
(B) 绿色礼物
(C) 棕色存在",(A)
"爱丽丝、鲍勃和克莱尔正在玩游戏。游戏开始时，他们每个人都拿着一个球：爱丽丝有一个绿球，鲍勃有一个黑球，克莱尔有一个蓝球。
随着比赛的进行，两对球员交换球。首先，鲍勃和爱丽丝交换球。然后，克莱尔和爱丽丝交换球。最后，爱丽丝和鲍勃交换球。游戏结束时，鲍勃得到了
选项：
（一）绿球
(B) 黑球
(C) 蓝球",(C)
"爱丽丝、鲍勃和克莱尔在一场足球比赛中属于同一支球队。比赛开始时，他们各自被分配到一个位置：Alice 担任中前卫，Bob 担任替补，Claire 担任后卫。
随着游戏的进行，成对的玩家偶尔会交换位置。首先，爱丽丝和克莱尔交换头寸。然后，爱丽丝和鲍勃交易头寸。最后，爱丽丝和克莱尔交换了立场。比赛结束时，鲍勃正在上场
选项：
(A) 中场
(B) 替补队员
(C) 后卫",(C)
"爱丽丝、鲍勃和克莱尔在一场足球比赛中属于同一支球队。比赛开始时，他们各自被分配到一个位置：爱丽丝扮演后卫，鲍勃扮演守门员，克莱尔扮演左中场。
随着游戏的进行，成对的玩家偶尔会交换位置。首先，克莱尔和爱丽丝交换头寸。然后，鲍勃和克莱尔交换头寸。最后，爱丽丝和克莱尔交换了立场。比赛结束时，爱丽丝正在比赛
选项：
(A) 后卫
（二）守门员
(C) 左中场",(B)
"爱丽丝、鲍勃和克莱尔在一场足球比赛中属于同一支球队。比赛开始时，他们各自被分配到一个位置：爱丽丝踢右翼，鲍勃踢左中场，克莱尔踢中前卫。
随着游戏的进行，成对的玩家偶尔会交换位置。首先，克莱尔和爱丽丝交换头寸。然后，鲍勃和爱丽丝交易头寸。最后，克莱尔和鲍勃交换头寸。比赛结束时，爱丽丝正在比赛
选项：
(A) 右翼
(B) 左中场
(C) 中场",(B)
"爱丽丝、鲍勃和克莱尔正在举行一场白象礼物交换活动。活动开始时，他们每个人都拿着一份不同颜色的礼物：爱丽丝有一份黄色礼物，鲍勃有一份白色礼物，克莱尔有一份紫色礼物。
随着活动的进行，人们会交换礼物。首先，爱丽丝和鲍勃交换礼物。然后，鲍勃和克莱尔交换了礼物。最后，鲍勃和爱丽丝交换了礼物。活动结束时，鲍勃获得了
选项：
(A) 黄色礼物
(B) 白色礼物
(C) 紫色礼物",(B)
"爱丽丝、鲍勃和克莱尔是广场舞的舞者。在歌曲开始时，他们每个人都有一个舞伴：爱丽丝与奥菲莉亚跳舞，鲍勃与罗德里戈跳舞，克莱尔与卡尔跳舞。
在整首歌中，舞者经常交换舞伴。首先，鲍勃和克莱尔交换伙伴。然后，爱丽丝和鲍勃交换了伙伴。最后，鲍勃和克莱尔交换了伙伴。舞蹈结束时，爱丽丝与
选项：
(A) 奥菲莉亚
(B) 罗德里戈
(C)卡尔",(C)
"爱丽丝、鲍勃和克莱尔是朋友，也是狂热的读者，偶尔会交换书籍。学期开始时，他们每人买一本新书：爱丽丝买了《指环王》，鲍勃买了《第二十二条军规》，克莱尔买了《白鲸》。
随着学期的进行，他们开始围绕新书进行交易。首先，鲍勃和爱丽丝交换书籍。然后，爱丽丝和克莱尔交换书籍。最后，鲍勃和克莱尔交换了书籍。学期结束时，克莱尔
选项：
(A) 魔戒远征队
(B) 第 22 条军规
(C)莫比迪克",(A)
"爱丽丝、鲍勃和克莱尔是朋友，也是狂热的读者，偶尔会交换书籍。学期开始时，他们每人买一本新书：爱丽丝买了《指环王》，鲍勃买了《奥德赛》，克莱尔买了《了不起的盖茨比》。
随着学期的进行，他们开始围绕新书进行交易。首先，爱丽丝和克莱尔交换书籍。然后，爱丽丝和鲍勃交换书。最后，克莱尔和爱丽丝交换了书籍。学期结束时，克莱尔
选项：
(A) 魔戒远征队
(B) 奥德赛
(C) 了不起的盖茨比",(B)
"爱丽丝、鲍勃和克莱尔正在举行一场白象礼物交换活动。活动开始时，他们每个人都拿着一份不同颜色的礼物：爱丽丝有一份绿色礼物，鲍勃有一份蓝色礼物，克莱尔有一份棕色礼物。
随着活动的进行，人们会交换礼物。首先，克莱尔和爱丽丝交换礼物。然后，克莱尔和鲍勃交换礼物。最后，爱丽丝和克莱尔交换了礼物。活动结束后，克莱尔获得了
选项：
（一）绿色礼物
(B) 蓝色礼物
(C) 棕色存在",(C)
"爱丽丝、鲍勃和克莱尔是朋友，也是狂热的读者，偶尔会交换书籍。学期开始时，他们每人买一本新书：爱丽丝买了《弗兰肯斯坦》，鲍勃买了《珍珠》，克莱尔买了《奥德赛》。
随着学期的进行，他们开始围绕新书进行交易。首先，鲍勃和爱丽丝交换书籍。然后，鲍勃和克莱尔交换书籍。最后，鲍勃和爱丽丝交换了书。学期结束时，爱丽丝
选项：
(A) 弗兰肯斯坦
(B) 珍珠
(C) 奥德赛",(C)
"爱丽丝、鲍勃和克莱尔正在玩游戏。游戏开始时，他们每个人都拿着一个球：爱丽丝有一个粉红色的球，鲍勃有一个绿色的球，克莱尔有一个白色的球。
随着比赛的进行，两对球员交换球。首先，克莱尔和爱丽丝交换球。然后，爱丽丝和鲍勃交换球。最后，鲍勃和克莱尔交换了球。游戏结束后，克莱尔获得了
选项：
(A) 粉色球
(B) 绿球
（三）白球",(C)
"爱丽丝、鲍勃和克莱尔是广场舞的舞者。在歌曲开始时，他们每个人都有一个舞伴：爱丽丝与山姆跳舞，鲍勃与赫尔加跳舞，克莱尔与卡尔跳舞。
在整首歌中，舞者经常交换舞伴。首先，克莱尔和爱丽丝交换了伙伴。然后，鲍勃和爱丽丝交换了伙伴。最后，克莱尔和鲍勃交换了伙伴。舞蹈结束时，爱丽丝与
选项：
（一）萨姆
(B) 赫尔加
(C)卡尔",(B)
"爱丽丝、鲍勃和克莱尔是广场舞的舞者。在歌曲开始时，他们每个人都有一个舞伴：爱丽丝与杰米跳舞，鲍勃与帕特里克跳舞，克莱尔与梅丽莎跳舞。
在整首歌中，舞者经常交换舞伴。首先，克莱尔和鲍勃交换了伙伴。然后，鲍勃和爱丽丝交换了伙伴。最后，爱丽丝和克莱尔交换了伙伴。舞蹈结束时，鲍勃与
选项：
（一）杰米
(B) 帕特里克
(C)梅丽莎",(A)
"爱丽丝、鲍勃和克莱尔正在举行一场白象礼物交换活动。活动开始时，他们每个人都拿着一份不同颜色的礼物：爱丽丝有一份白色礼物，鲍勃有一份蓝色礼物，克莱尔有一份黄色礼物。
随着活动的进行，人们会交换礼物。首先，爱丽丝和鲍勃交换礼物。然后，克莱尔和爱丽丝交换了礼物。最后，鲍勃和爱丽丝交换了礼物。活动结束时，鲍勃获得了
选项：
(A) 白色礼物
(B) 蓝色礼物
(C) 黄色礼物",(C)
"爱丽丝、鲍勃和克莱尔正在玩游戏。游戏开始时，他们每个人都拿着一个球：爱丽丝有一个橙色的球，鲍勃有一个白色的球，克莱尔有一个蓝色的球。
随着比赛的进行，两对球员交换球。首先，爱丽丝和鲍勃交换球。然后，鲍勃和克莱尔交换球。最后，爱丽丝和鲍勃交换球。游戏结束后，克莱尔获得了
选项：
（一）橙色球
(B) 白球
(C) 蓝球",(A)
"爱丽丝、鲍勃和克莱尔是广场舞的舞者。在歌曲开始时，他们每个人都有一个舞伴：爱丽丝与赫尔加跳舞，鲍勃与山姆跳舞，克莱尔与杰米跳舞。
在整首歌中，舞者经常交换舞伴。首先，鲍勃和爱丽丝交换伙伴。然后，鲍勃和克莱尔交换了伙伴。最后，爱丽丝和克莱尔交换了伙伴。舞蹈结束时，鲍勃与
选项：
(A) 赫尔加
(B) 萨姆
(C) 杰米",(C)
"爱丽丝、鲍勃和克莱尔正在玩游戏。游戏开始时，他们每个人都拿着一个球：爱丽丝有一个橙色的球，鲍勃有一个白色的球，克莱尔有一个紫色的球。
随着比赛的进行，两对球员交换球。首先，鲍勃和克莱尔交换球。然后，爱丽丝和鲍勃交换球。最后，克莱尔和鲍勃交换了球。游戏结束后，克莱尔获得了
选项：
（一）橙色球
(B) 白球
(C) 紫色球",(A)
"爱丽丝、鲍勃和克莱尔正在举行一场白象礼物交换活动。活动开始时，他们每个人都拿着一份不同颜色的礼物：爱丽丝有一个橙色的球，鲍勃有一个紫色的礼物，克莱尔有一个蓝色的礼物。
随着活动的进行，人们会交换礼物。首先，克莱尔和爱丽丝交换礼物。然后，爱丽丝和鲍勃交换了他们的礼物。最后，鲍勃和克莱尔交换了礼物。活动结束时，爱丽丝拥有
选项：
（一）橙色球
(B) 紫色礼物
(C) 蓝色礼物",(B)
"爱丽丝、鲍勃和克莱尔正在玩游戏。游戏开始时，他们各自拿着一个球：爱丽丝有一个蓝球，鲍勃有一个白球，克莱尔有一个红球。
随着比赛的进行，两对球员交换球。首先，克莱尔和鲍勃交换球。然后，爱丽丝和鲍勃交换球。最后，克莱尔和鲍勃交换了球。游戏结束时，爱丽丝得到了
选项：
（一）蓝球
(B) 白球
(C) 红球",(C)
"爱丽丝、鲍勃和克莱尔正在举行一场白象礼物交换活动。活动开始时，他们每个人都拿着一份不同颜色的礼物：爱丽丝有一份黄色礼物，鲍勃有一份绿色礼物，克莱尔有一份紫色礼物。
随着活动的进行，人们会交换礼物。首先，鲍勃和爱丽丝交换礼物。然后，克莱尔和爱丽丝交换了礼物。最后，爱丽丝和鲍勃交换了礼物。活动结束时，爱丽丝拥有
选项：
(A) 黄色礼物
(B) 绿色礼物
(C) 紫色礼物",(A)
"爱丽丝、鲍勃和克莱尔是朋友，也是狂热的读者，偶尔会交换书籍。学期开始时，他们每人买一本新书：爱丽丝买了《弗兰肯斯坦》，鲍勃买了《第二十二条军规》，克莱尔买了《尤利西斯》。
随着学期的进行，他们开始围绕新书进行交易。首先，鲍勃和爱丽丝交换书籍。然后，爱丽丝和克莱尔交换书籍。最后，克莱尔和鲍勃交换了书籍。学期结束时，克莱尔
选项：
(A) 弗兰肯斯坦
(B) 第 22 条军规
(C) 尤利西斯",(A)
"爱丽丝、鲍勃和克莱尔在一场足球比赛中属于同一支球队。比赛开始时，他们各自被分配到一个位置：Alice 踢右中场，Bob 踢守门员，Claire 踢左边锋。
随着游戏的进行，成对的玩家偶尔会交换位置。首先，克莱尔和爱丽丝交换头寸。然后，鲍勃和克莱尔交换头寸。最后，爱丽丝和克莱尔交换了立场。比赛结束时，爱丽丝正在比赛
选项：
(A) 右中场
（二）守门员
(C) 左边锋",(B)
"爱丽丝、鲍勃和克莱尔是朋友，也是狂热的读者，偶尔会交换书籍。学期开始时，他们每人买一本新书：爱丽丝买了《奥德赛》，鲍勃买了《弗兰肯斯坦》，克莱尔买了《珍珠》。
随着学期的进行，他们开始围绕新书进行交易。首先，鲍勃和爱丽丝交换书籍。然后，爱丽丝和克莱尔交换书籍。最后，鲍勃和爱丽丝交换了书。学期结束时，克莱尔
选项：
(一) 奥德赛
(B) 弗兰肯斯坦
(C) 珍珠",(B)
"爱丽丝、鲍勃和克莱尔正在举行一场白象礼物交换活动。活动开始时，他们每个人都拿着一份不同颜色的礼物：爱丽丝有一份绿色礼物，鲍勃有一个黑球，克莱尔有一份蓝色礼物。
随着活动的进行，人们会交换礼物。首先，爱丽丝和克莱尔交换礼物。然后，克莱尔和鲍勃交换礼物。最后，爱丽丝和鲍勃交换了礼物。活动结束后，克莱尔获得了
选项：
（一）绿色礼物
(B) 黑球
(C) 蓝色礼物",(B)
"爱丽丝、鲍勃和克莱尔正在举行一场白象礼物交换活动。活动开始时，他们每个人都拿着一份不同颜色的礼物：爱丽丝有一个黑色的球，鲍勃有一个紫色的礼物，克莱尔有一个蓝色的礼物。
随着活动的进行，人们会交换礼物。首先，克莱尔和爱丽丝交换礼物。然后，鲍勃和克莱尔交换了礼物。最后，爱丽丝和鲍勃交换了礼物。活动结束时，鲍勃获得了
选项：
（一）黑球
(B) 紫色礼物
(C) 蓝色礼物",(C)
"爱丽丝、鲍勃和克莱尔正在举行一场白象礼物交换活动。活动开始时，他们每个人都拿着一份不同颜色的礼物：爱丽丝有一个黑色的球，鲍勃有一个紫色的礼物，克莱尔有一个蓝色的礼物。
随着活动的进行，人们会交换礼物。首先，克莱尔和爱丽丝交换礼物。然后，鲍勃和克莱尔交换了礼物。最后，爱丽丝和鲍勃交换了礼物。活动结束时，爱丽丝拥有
选项：
（一）黑球
(B) 紫色礼物
(C) 蓝色礼物",(A)
"爱丽丝、鲍勃和克莱尔正在玩游戏。游戏开始时，他们各自拿着一个球：爱丽丝有一个绿球，鲍勃有一个黑球，克莱尔有一个紫色球。
随着比赛的进行，两对球员交换球。首先，鲍勃和爱丽丝交换球。然后，克莱尔和爱丽丝交换球。最后，鲍勃和爱丽丝交换了球。游戏结束时，爱丽丝得到了
选项：
（一）绿球
(B) 黑球
(C) 紫色球",(A)
